,index,film_title,year,genre,duration,avg_vote
0,28263,Hannibal,2001,Thriller,128,5.3
1,28281,AntiTrust,2001,Thriller,108,5.3
2,28285,The Center of the World,2001,Drama,87,4.3
3,28286,Valentine,2001,Horror,95,4.6
4,28287,Town & Country,2001,Comedy,106,5.9
5,28289,The Mummy Returns,2001,Adventure,124,5.4
6,28291,Firetrap,2001,Action,90,7.5
7,28293,Serie 7: The Contenders,2001,Grotesque,88,6.3
8,28299,Body Shots,2001,Drama,104,5.4
9,28302,Lloyd,2001,Fantasy,90,6.0
10,28304,Little Nicky,2001,Comedy,100,3.7
11,28305,Tart,2001,Drama,91,4.3
12,28306,Tomcats,2001,Comedy,95,5.2
13,28307,Say It Isn't So,2001,Comedy,92,5.9
14,28308,Replicant,2001,Action,94,4.1
15,28309,Monkeybone,2001,Comedy,98,6.7
16,28310,Evolution,2001,Fantasy,102,4.4
17,28311,Pearl Harbor,2001,War,162,4.8
18,28314,Spy Kids,2001,Comedy,96,5.7
19,28316,Driven,2001,Action,117,3.8
20,28321,Kingdom Come,2001,Comedy,94,5.3
21,28322,Dr. Dolittle 2,2001,Comedy,87,3.6
22,28324,Jurassic Park III,2001,Adventure,90,4.6
23,28328,Lightning: Fire From Sky,2001,Action,87,5.9
24,28330,The Unsaid,2001,Thriller,100,5.6
25,28331,Planet of the Apes,2001,Fantasy,107,5.6
26,28333,Heartbreakers,2001,Comedy,123,5.5
27,28334,Save the Last Dance,2001,Musical,90,3.9
28,28340,Crazy/Beautiful,2001,Drama,100,6.1
29,28342,Bounce,2001,Comedy,100,4.2
30,28343,John Carpenter's Ghosts of Mars,2001,Fantasy,100,6.7
31,28345,Session 9,2001,Horror,100,7.2
32,28347,Blow,2001,Drama,124,6.3
33,28348,The Fast and the Furious,2001,Action,107,5.6
34,28349,Swordfish,2001,Action,99,6.1
35,28351,Ruby's Bucket of Blood,2001,Drama,90,6.0
36,28361,The Score,2001,Thriller,125,6.2
37,28363,Harrison's Flowers,2001,Drama,130,5.4
38,28365,American Pie 2,2001,Comedy,106,5.8
39,28366,Cats & Dogs,2001,Comedy,87,5.2
40,28369,Original Sin,2001,Drama,116,4.6
41,28370,Baby Boy,2001,Comedy,129,6.6
42,28371,Capitan Corelli's Mandolin,2001,Drama,130,4.7
43,28372,A Knight's Tale,2001,Adventure,132,5.5
44,28377,The Pledge,2001,Drama,123,7.7
45,28380,Training Day,2001,Crime,123,7.1
46,28381,Along Came a Spider,2001,Thriller,104,5.9
47,28382,A. I.: Artificial Intelligence,2001,Fantasy,144,6.9
48,28383,Scary Movie 2,2001,Comedy,82,5.0
49,28385,Angel Eyes,2001,Thriller,102,4.3
50,28388,'R Xmas,2001,Drama,82,6.8
51,28394,Serendipity,2001,Comedy,90,6.6
52,28397,Bandits,2001,Comedy,123,7.2
53,28398,Knockaround Guys,2001,Action,90,5.4
54,28399,Glitter,2001,Musical,105,4.0
55,28401,Rock Star,2001,Musical,105,6.4
56,28404,Novocaine,2001,Comedy,97,5.6
57,28407,Spy Game,2001,Spy,126,6.3
58,28408,Lara Croft: Tomb Raider,2001,Adventure,100,3.8
59,28412,The Man Who Wasn't There,2001,Noir,114,8.4
60,28413,Harry Potter and the Philosopher's Stone,2001,Fantasy,152,7.0
61,28416,Ocean's Eleven,2001,Comedy,116,6.8
62,28417,From Hell,2001,Thriller,120,7.2
63,28419,Nero Wolfe: Champagne for One,2001,Thriller,90,6.8
64,28421,Life as a House,2001,Drama,100,6.1
65,28422,Behind Enemy Lines,2001,War,105,4.1
66,28423,Rat Race,2001,Comedy,120,6.3
67,28424,The Lord of the Rings: The Fellowship of the Ring,2001,Fantasy,170,8.0
68,28425,Hearts in Atlantis,2001,Drama,101,6.9
69,28426,The Glass House,2001,Thriller,94,6.1
70,28427,The Doorbell Rang,2001,Thriller,90,6.5
71,28429,K-Pax,2001,Comedy,120,6.4
72,28430,Over My Dead Body,2001,Thriller,100,6.0
73,28432,Vanilla Sky,2001,Thriller,135,5.6
74,28433,Prisoner's Base,2001,Thriller,100,6.8
75,28434,Black Hawk Down,2001,War,144,7.1
76,28435,The Little Vampire,2001,Fantasy,95,6.6
77,28436,The Believer,2001,Drama,100,7.1
78,28440,America's Sweethearts,2001,Comedy,100,6.3
79,28441,3000 Miles To Graceland,2001,Comedy,123,6.0
80,28442,The Shipping News,2001,Drama,111,5.4
81,28443,Mulholland Drive,2001,Noir,145,8.6
82,28444,A Beautiful Mind,2001,Drama,134,7.1
83,28445,Sidewalks of New York,2001,Comedy,107,6.9
84,28447,Legally Blonde,2001,Comedy,96,5.5
85,28448,Hardball,2001,Drama,106,5.1
86,28449,Gosford Park,2001,Drama,137,7.3
87,28450,The Affair of Necklace,2001,Drama,120,6.0
88,28452,Kate & Leopold,2001,Comedy,121,6.6
89,28454,Thir13en Ghosts,2001,Horror,91,5.1
90,28457,Ali,2001,Biography,156,6.8
91,28460,I Am Sam,2001,Drama,132,6.5
92,28461,Riding in Cars with Boys,2001,Comedy,132,5.6
93,28466,The Royal Tenenbaums,2001,Comedy,109,7.2
94,28468,13 Conversation About One Thing,2001,Comedy,94,6.6
95,28471,Attila,2001,Adventure,160,6.1
96,28472,Shallow Hal,2001,Comedy,113,6.1
97,28475,Don't Say a Word,2001,Thriller,114,5.8
98,28479,Rush Hour 2,2001,Action,90,5.6
99,28482,Saving Silverman,2001,Comedy,100,4.9
100,28484,A Mother's Fight for Justice,2001,Drama,87,8.0
101,28485,The Anniversary Party,2001,Comedy,115,5.9
102,28491,Soul Survivors,2001,Horror,84,4.7
103,28492,The One,2001,Fantasy,83,4.0
104,28494,Edges of the Lord,2001,Drama,95,6.5
105,28496,Not Another Teen Movie,2001,Comedy,89,4.4
106,28497,Waking Life,2001,Animation,97,5.9
107,28500,The Third Wheel,2001,Comedy,83,5.2
108,28504,Joy Ride,2001,Thriller,94,6.2
109,28505,Human Nature,2001,Comedy,96,5.1
110,28506,Someone Like You,2001,Comedy,97,5.8
111,28508,Kissing Jessica Stein,2001,Comedy,96,6.9
112,28509,Get Well Soon,2001,Comedy,95,6.2
113,28511,Daddy and Them,2001,Comedy,101,6.1
114,28512,Corky Romano,2001,Comedy,85,3.3
115,28515,Out Cold,2001,Comedy,100,4.0
116,28517,Trapped: Beneath the Snow,2001,Drama,90,5.7
117,28523,Tigerland,2001,Comedy,101,7.3
118,28524,Jay and Silent Bob Strike Back,2001,Comedy,104,5.0
119,28526,The Forsaken,2001,Horror,90,5.1
120,28528,Turbulence 3: Heavy Metal,2001,Action,90,4.0
121,28529,Flying Virus,2001,Fantasy,97,4.2
122,28530,Sugar & Spice,2001,Comedy,84,4.5
123,28531,Scooby-Doo,2001,Comedy,98,4.4
124,28533,The Pretender 2001,2001,Action,90,7.0
125,28534,What's the Worst That Could Happen?,2001,Comedy,95,5.3
126,28537,The Invisible Circus,2001,Drama,98,4.5
127,28539,Panic,2001,Action,87,6.0
128,28540,Texas Rangers,2001,Western,90,5.1
129,28543,On the Line,2001,Comedy,85,4.5
130,28544,Race to Space,2001,Comedy,104,5.0
131,28545,The Last Castle,2001,Drama,131,6.1
132,28548,Get Over It,2001,Comedy,85,6.0
133,28549,Marilyn Monroe: The Final Days,2001,Documentary,90,7.0
134,28550,The Pretender: Island of the Haunted,2001,Action,90,7.0
135,28555,Contagion,2001,Action,90,3.8
136,28556,Venomous,2001,Action,90,5.3
137,28557,Death Train,2001,Action,86,3.0
138,28561,Jeepers Creepers,2001,Horror,90,6.2
139,28563,Christy: The Movie,2001,Adventure,89,7.0
140,28564,Two Can Play That Game,2001,Comedy,90,4.0
141,28565,Proximity,2001,Drama,100,4.5
142,28567,Frailty,2001,Horror,99,6.6
143,28574,O,2001,Drama,95,5.0
144,28575,Facing the Enemy,2001,Drama,98,7.0
145,28579,U.S. Seals II,2001,Action,95,6.3
146,28581,"Sex, Lies & Obsession",2001,Drama,90,6.0
147,28582,The Retrievers,2001,Comedy,90,5.5
148,28584,Greenmail,2001,Action,92,6.0
149,28588,Ghost World,2001,Comedy,111,7.4
150,28589,The Deep End,2001,Thriller,100,6.9
151,28590,The Lost Empire,2001,Adventure,133,7.0
152,28593,The Infinite World of H.G. Wells,2001,Fantasy,265,6.0
153,28594,The Safety of Objects,2001,Drama,121,6.8
154,28597,I Saw Mommy Kissing Santa Claus,2001,Comedy,90,6.6
155,28598,Horse Crazy,2001,Comedy,90,5.5
156,28599,Instinct to Kill,2001,Thriller,90,6.0
157,28605,Tortilla Soup,2001,Comedy,103,5.6
158,28609,The Lost Voyage,2001,Thriller,95,5.3
159,28611,Runaway Jane,2001,Thriller,87,5.3
160,28613,Fangs,2001,Thriller,75,4.0
161,28618,The Miracle of the Cards,2001,Drama,95,7.0
162,28621,The Lost Battalion,2001,War,92,5.8
163,28622,A Glimpse of Hell,2001,Drama,85,3.0
164,28623,Double Take,2001,Action,88,3.8
165,28624,Framed,2001,Thriller,87,4.8
166,28627,The Killing Yards,2001,Drama,110,6.0
167,28628,Max Keeble's Big Movie,2001,Comedy,86,5.0
168,28629,The Breed,2001,Horror,105,5.5
169,28630,Three Blind Mice,2001,Drama,95,5.0
170,28631,WW3,2001,Action,100,5.3
171,28632,The Order,2001,Action,89,5.7
172,28633,Zenon: the Zequel,2001,Fantasy,100,5.0
173,28637,Tempted,2001,Drama,95,4.5
174,28640,Diggity: A Home at Last,2001,Comedy,89,4.8
175,28642,The Wedding Dress,2001,Comedy,88,5.0
176,28644,Welcome to Collinwood,2001,Comedy,98,5.6
177,28648,Living in Fear,2001,Thriller,88,4.0
178,28651,Jumping Ship,2001,Adventure,100,5.8
179,28656,The Jennie Project,2001,Adventure,90,8.0
180,28657,Layover,2001,Thriller,80,4.6
181,28658,Black Knight,2001,Comedy,95,3.9
182,28659,Beneath Loch Ness,2001,Adventure,90,4.4
183,28660,Princess of Thieves,2001,Adventure,88,5.8
184,28661,Wrong Number,2001,Thriller,93,4.0
185,28662,When Good Ghouls Go Bad,2001,Comedy,93,6.7
186,28663,Time Lapse,2001,Thriller,88,5.0
187,28664,Black River,2001,Horror,100,5.7
188,28665,Little Secrets,2001,Comedy,96,3.0
189,28668,Prince Charming,2001,Fantasy,86,6.3
190,28670,Determination of Death,2001,Drama,100,4.5
191,28673,The Animal,2001,Comedy,84,5.1
192,28678,The Poof Point,2001,Comedy,90,4.0
193,28679,Twas the Night,2001,Comedy,90,6.0
194,28680,The Facts of Life Reunion,2001,Comedy,85,6.0
195,28681,Inferno,2001,Fantasy,88,6.0
196,28683,Malpractice,2001,Thriller,90,6.8
197,28685,A Mother's Testimony,2001,Drama,92,8.0
198,28686,Beethoven's 4th,2001,Comedy,93,5.1
199,28688,Submerged,2001,Drama,90,2.8
200,28689,Warden of Red Rock,2001,Western,89,6.0
201,28690,The Day the World Ended,2001,Fantasy,91,4.8
202,28691,Head Over Heels,2001,Comedy,89,5.6
203,28692,Joe Dirt,2001,Comedy,91,4.8
204,28695,The Man from Elysian Fields,2001,Noir,106,4.9
205,28698,Super Troopers,2001,Comedy,100,5.8
206,28700,The Hostage Negotiator,2001,Thriller,85,5.0
207,28702,Boss of Bosses,2001,Drama,90,4.3
208,28703,Rain,2001,Drama,97,6.4
209,28705,Cold Heart,2001,Thriller,95,4.7
210,28706,The Day Reagan Was Shot,2001,Drama,98,5.5
211,28707,Ticker,2001,Action,92,4.1
212,28708,Blind Obsession,2001,Thriller,90,2.0
213,28710,See Spot Run,2001,Comedy,94,4.4
214,28711,Dinner with Friends,2001,Drama,94,5.8
215,28712,Strange Frequency 2,2001,Drama,120,6.0
216,28714,Pootie Tang,2001,Adventure,70,6.0
217,28717,Panic,2001,Drama,87,4.0
218,28721,Race to Space,2001,Adventure,104,4.3
219,28723,Operation Delta Force 4: Deep Fault,2001,Action,90,4.0
220,28725,61*,2001,Drama,129,6.3
221,28726,Spirit,2001,Thriller,105,6.7
222,28727,Call Me Claus,2001,Comedy,86,5.3
223,28729,American Outlaws,2001,Western,94,5.3
224,28730,Twice Upon a Christmas,2001,Comedy,90,6.0
225,28731,Three Days,2001,Romantic,120,7.8
226,28732,A Gentlmen's Game,2001,Drama,112,6.0
227,28733,True Blue,2001,Thriller,101,5.5
228,28738,Beyond the City Limits,2001,Drama,91,3.1
229,28739,Voyage of the Unicorn,2001,Fantasy,180,5.4
230,28741,Earth vs. the Spider,2001,Fantasy,90,5.2
231,28742,The 51st State,2001,Action,92,4.3
232,28744,Herman U.S.A.,2001,Comedy,89,4.0
233,28747,Resolution,2001,Thriller,86,6.0
234,28748,Scenes of the Crimes,2001,Thriller,91,5.5
235,28749,Brian's Song,2001,Drama,90,6.0
236,28751,Code Red,2001,Action,100,6.0
237,28753,In the Shadows,2001,Action,105,4.0
238,28755,Ablaze,2001,Drama,97,6.5
239,28756,Dark Asylum,2001,Thriller,100,4.1
240,28761,Manic,2001,Drama,100,9.0
241,28762,Hollywood Palms,2001,Comedy,86,6.0
242,28763,They Crawl,2001,Horror,93,4.0
243,28766,To End All Wars,2001,War,110,4.7
244,28769,Jenifer,2001,Drama,96,6.0
245,28770,Haven,2001,Drama,180,6.5
246,28771,The Last Brickmaker in America,2001,Drama,85,7.0
247,28772,"Dr. Quinn, Medicine Woman: The Heart Within",2001,Western,83,6.0
248,28773,Joe Somebody,2001,Comedy,98,4.8
249,28775,The Way She Moves,2001,Romantic,106,6.0
250,28776,Jason X,2001,Horror,93,5.7
251,28778,The Whole Shebang,2001,Comedy,97,3.8
252,28780,The Poof Point,2001,Comedy,90,5.0
253,28781,Stranded,2001,Action,92,4.5
254,28784,Tremors 3: Back to Perfection,2001,Fantasy,104,4.1
255,28785,Drive Time Murders,2001,Action,90,6.0
256,28786,Little Heroes 3,2001,Comedy,85,5.5
257,28787,Class Warfare,2001,Thriller,89,4.3
258,28790,Who Is Cletis Tout?,2001,Comedy,92,4.7
259,28791,Face Value,2001,Thriller,88,5.0
260,28792,Horrorvision,2001,Horror,180,4.0
261,28793,Demonicus,2001,Horror,90,2.5
262,28794,Tangled,2001,Thriller,100,4.5
263,28795,The Princess and the Marine,2001,Drama,100,5.9
264,28796,Follow the Stars Home,2001,Drama,103,6.0
265,28797,Ruby's Bucket of Blood,2001,Drama,95,6.0
266,28798,Hounded,2001,Comedy,88,6.0
267,28802,Hangman,2001,Thriller,96,5.6
268,28803,3 A.M.,2001,Thriller,88,6.0
269,28806,They Call Me Sirr,2001,Drama,97,6.0
270,28809,Kept,2001,Thriller,98,4.0
271,28812,South Pacific,2001,Musical,129,6.0
272,28814,And Never Let Her Go,2001,Thriller,200,6.0
273,28815,After Amy,2001,Drama,91,6.0
274,28817,Donnie Darko,2001,Fantasy,113,7.0
275,28818,Air Rage,2001,Action,100,4.2
276,28819,The Triangle,2001,Thriller,95,5.2
277,28822,Max Keeble's Big Move,2001,Comedy,86,6.0
278,28823,Jack and the Beanstalk: The Real Story,2001,Adventure,180,6.1
279,28828,The Void,2001,Thriller,90,4.0
280,28829,The Shipment,2001,Comedy,92,6.0
281,28830,Within These Walls,2001,Drama,100,6.0
282,28832,Blow Dry,2001,Comedy,91,6.8
283,28836,Vertical Limit,2001,Action,126,5.1
284,28839,Bully,2001,Drama,113,6.8
285,28840,"The Bread, My Sweet",2001,Romantic,105,5.0
286,28856,How High,2001,Comedy,93,5.5
287,28860,Storytelling,2001,Comedy,87,7.9
288,28862,Au Pair II,2001,Comedy,97,6.0
289,28863,Trapped,2001,Drama,90,5.0
290,28865,L.I.E.,2001,Drama,97,7.2
291,28867,The Fluffer,2001,Drama,95,4.3
292,28868,Murder on the Orient Express,2001,Thriller,100,4.0
293,28869,Bailey's Mistake,2001,Drama,77,5.5
294,28871,Love and Treason,2001,Action,100,5.0
295,28875,Out of Line,2001,Action,96,4.0
296,28877,Danger Beneath the Sea,2001,Action,92,5.0
297,28878,Windfall,2001,Drama,102,4.3
298,28881,No One Can Hear You,2001,Thriller,90,5.5
299,28882,Rough Air: Danger on Flight 534,2001,Thriller,90,5.0
300,28885,James Dean,2001,Biography,95,6.3
301,28886,Halloweentown II: Kalabar's Revenge,2001,Comedy,81,5.0
302,28889,Midwives,2001,Drama,92,5.5
303,28892,Role of a Lifetime,2001,Drama,94,4.0
304,28893,Rain,2001,Drama,80,5.0
305,28894,A Nero Wolfe Mystery: Wolfe Stays In,2001,Thriller,90,6.8
306,28895,Island Prey,2001,Thriller,90,5.0
307,28899,Hitched,2001,Thriller,89,5.5
308,28903,Camouflage,2001,Comedy,98,5.0
309,28904,Choke,2001,Thriller,89,4.0
310,28905,Pendulum,2001,Thriller,95,4.8
311,28908,One Eyed King,2001,Thriller,105,4.0
312,28909,The Proposal,2001,Thriller,91,4.0
313,28913,Tape,2001,Drama,86,8.0
314,28914,Backflash,2001,Thriller,90,4.0
315,28916,Harvard Man,2001,Comedy,99,6.0
316,28917,Uprising,2001,Drama,177,6.5
317,28919,CQ,2001,Comedy,88,6.0
318,28921,Mimic 2,2001,Horror,82,4.2
319,28923,Double Whammy,2001,Comedy,93,8.0
320,28925,Motocrossed,2001,Comedy,87,7.0
321,28927,Pumpkin,2001,Comedy,113,6.0
322,28928,Deuces Wild,2001,Action,96,4.5
323,28932,Piñero,2001,Drama,103,5.0
324,28934,Curse of the Talisman,2001,Fantasy,92,6.0
325,28935,How to Make a Monster,2001,Fantasy,91,5.3
326,28936,The Other Side of Heaven,2001,Drama,113,4.4
327,28937,My Husband's Double Life,2001,Drama,87,6.0
328,28938,Mission,2001,Drama,89,8.0
329,28940,The Flying Dutchman,2001,Thriller,89,5.2
330,28942,The Luck of the Irish,2001,Fantasy,86,6.0
331,28943,The Brotherhood II: Young Warlocks,2001,Horror,81,6.0
332,28944,Sunstorm,2001,Action,89,4.0
333,28946,Bubble Boy,2001,Adventure,84,3.0
334,28948,Sanctuary,2001,Drama,85,8.0
335,28949,Styx,2001,Action,90,5.0
336,28950,Summer Catch,2001,Comedy,99,5.0
337,28951,Freddy Got Fingered,2001,Comedy,87,6.0
338,28952,Nobody's Baby,2001,Comedy,110,5.0
339,28953,After the Storm,2001,Thriller,99,3.0
340,28954,Inside the Osmonds,2001,Comedy,100,6.0
341,28955,Down to Earth,2001,Comedy,87,6.0
342,28956,Crossfire Trail,2001,Western,92,6.0
343,28957,Bojangles,2001,Drama,101,5.0
344,28958,The Caveman's Valentine,2001,Drama,105,4.0
345,28959,No Such Thing,2001,Drama,120,6.0
346,28960,Extreme Honor,2001,Action,95,3.5
347,28961,Disaster,2001,Action,89,5.0
348,28962,Happy Campers,2001,Comedy,94,2.6
349,28965,Cowboy Up,2001,Western,105,5.0
350,28966,What Makes a Family,2001,Drama,87,6.2
351,28967,Black Point,2001,Action,100,3.0
352,28968,Clover Bend,2001,Drama,89,6.0
353,28970,Mermaid Chronicles Part 1: She Creature,2001,Fantasy,85,5.0
354,28971,The Lost Skeleton of Cadavra,2001,Fantasy,90,6.0
355,28976,After Image,2001,Thriller,92,3.9
356,28977,The Business of Strangers,2001,Drama,84,4.0
357,28978,Double Bang,2001,Action,104,5.0
358,28979,Riders,2001,Drama,95,4.0
359,28981,Almost Salinas,2001,Comedy,92,5.0
360,28985,Life/Drawing,2001,Comedy,89,5.0
361,28986,My Louisiana Sky,2001,Drama,98,7.0
362,28987,L.A.P.D.: To Protect and to Serve,2001,Crime,95,3.3
363,28988,They Call Me Sirr,2001,Drama,93,4.0
364,28989,The Flamingo Rising,2001,Drama,94,4.0
365,28990,The Stickup,2001,Thriller,93,4.4
366,28991,Madison,2001,Drama,94,3.2
367,28993,Lost Voyage,2001,Thriller,96,4.0
368,28999,Wet Hot American Summer,2001,Comedy,97,5.8
369,29001,Wit,2001,Drama,99,7.6
370,29005,Return to Cabin by the Lake,2001,Horror,89,4.8
371,29007,Last Cry,2001,Thriller,85,6.0
372,29016,Angels Don't Sleep Here,2001,Thriller,88,3.5
373,29018,Megiddo: The Omega Code 2,2001,Thriller,104,4.5
374,29021,Elvira's Haunted Hills,2001,Comedy,90,6.8
375,29023,Circuit,2001,Drama,130,4.0
376,29024,Londinium,2001,Comedy,87,3.0
377,29025,Extreme Days,2001,Action,93,3.5
378,29027,All Over the Guy,2001,Comedy,95,6.0
379,29029,A Town Without Christmas,2001,Drama,91,3.0
380,29039,"Loves Music, Loves to Dance",2001,Thriller,95,3.0
381,29041,New Port South,2001,Drama,95,3.0
382,29042,Octopus 2: River of Fear,2001,Horror,91,7.0
383,29048,Fashion Crimes,2001,Drama,106,2.0
384,29049,Down,2001,Horror,111,3.7
385,29058,The Grey Zone,2001,Drama,108,6.3
386,29059,Extreme Force,2001,Action,90,8.0
387,29063,Green Dragon,2001,Drama,115,3.8
388,29064,Paperboys,2001,Documentary,41,4.0
389,29065,Stanley Kubrick: A Life in Pictures,2001,Documentary,142,6.5
390,29067,Wendigo,2001,Horror,91,4.9
391,29075,Wooly Boys,2001,Comedy,99,5.0
392,29082,"Murder, She Wrote: The Last Free Man",2001,Thriller,105,7.0
393,29090,My Best Friend's Wife,2001,Comedy,85,4.0
394,29096,Nailed,2001,Drama,90,6.0
395,29099,You're Killing Me...,2001,Comedy,86,4.0
396,29100,The Red Right Hand,2001,Horror,82,4.0
397,29101,Lansdown,2001,Thriller,80,4.0
398,29104,The Smashing Pumpkins: 1991-2000 Greatest Hits Video Collection,2001,Musical,123,6.0
399,29106,The Substitute 4: Failure Is Not an Option,2001,Action,91,1.0
400,29107,August Underground,2001,Horror,70,2.8
401,29111,Amy's Orgasm,2001,Comedy,87,5.0
402,29114,The Big Heist,2001,Thriller,92,5.0
403,29119,"Walker, Texas Ranger: The Final Showdown",2001,Action,90,5.5
404,29120,The American Astronaut,2001,Musical,91,7.0
405,29121,The Hit,2001,Thriller,84,3.5
406,29125,Peril,2001,Thriller,92,1.0
407,29130,XCU: Extreme Close Up,2001,Thriller,90,6.0
408,29134,Made,2001,Comedy,95,3.0
409,29145,Collateral Damage,2002,Action,115,4.9
410,29151,D-Tox,2002,Thriller,96,4.8
411,29154,Rollerball,2002,Action,98,3.7
412,29155,The Time Machine,2002,Fantasy,96,5.7
413,29157,Dragonfly,2002,Thriller,103,5.0
414,29158,Panic Room,2002,Thriller,108,6.4
415,29160,John Q.,2002,Drama,118,5.9
416,29161,The Scorpion King,2002,Adventure,100,4.0
417,29165,Queen of the Damned,2002,Horror,110,5.0
418,29166,40 Days and 40 Nights,2002,Comedy,90,5.1
419,29171,Star Wars: Episode II - Attack of the Clones,2002,Fantasy,135,6.2
420,29172,Big Trouble,2002,Comedy,84,5.4
421,29174,Death to Smoochy,2002,Comedy,109,6.9
422,29175,The Mothman Prophecies,2002,Thriller,119,6.8
423,29179,Hart's War,2002,Drama,125,6.2
424,29180,The Salton Sea,2002,Thriller,103,6.3
425,29184,Spider-Man,2002,Super-hero,121,7.1
426,29195,Punch-Drunk Love,2002,Comedy,97,6.9
427,29204,Femme fatale,2002,Thriller,115,7.1
428,29205,Hollywood Ending,2002,Comedy,116,6.9
429,29207,Murder by Numbers,2002,Thriller,118,6.0
430,29208,Searching for Debra Winger,2002,Documentary,97,8.0
431,29209,Windtalkers,2002,War,129,5.4
432,29210,Impostor,2002,Fantasy,94,6.7
433,29211,Atomic Twister,2002,Action,90,5.7
434,29213,Minority Report,2002,Fantasy,145,7.2
435,29214,Signs,2002,Fantasy,106,6.3
436,29215,Road to Perdition,2002,Drama,119,6.9
437,29216,Men in Black II,2002,Fantasy,82,4.4
438,29217,S1mØne,2002,Comedy,118,6.8
439,29218,K-19: The Widowmaker,2002,Drama,140,6.8
440,29219,The Bourne Identity,2002,Spy,119,6.7
441,29220,Mr. Deeds,2002,Comedy,91,4.5
442,29221,The Sum of All Fears,2002,Thriller,132,4.6
443,29222,Gale Force,2002,Adventure,96,6.4
444,29224,The Rookie,2002,Drama,127,6.4
445,29225,Kung Pow! Enter the Fist,2002,Comedy,90,5.2
446,29228,Roger Dodger,2002,Comedy,104,6.3
447,29232,Bend It Like Beckham,2002,Comedy,112,6.3
448,29235,Insomnia,2002,Thriller,119,6.8
449,29237,Possession,2002,Drama,102,4.9
450,29238,Gerry,2002,Drama,103,7.7
451,29242,Secretary,2002,Comedy,110,6.8
452,29244,Personal Velocity: Three Portraits,2002,Drama,90,6.9
453,29250,One Hour Photo,2002,Drama,97,6.8
454,29252,The Hours,2002,Drama,114,7.2
455,29256,Far from Heaven,2002,Melodrama,107,7.6
456,29257,We Were Soldiers,2002,War,138,5.0
457,29258,Blade II,2002,Super-hero,116,6.7
458,29259,Orange County,2002,Comedy,87,6.1
459,29261,Blood Work,2002,Thriller,108,7.0
460,29262,The Dancer Upstairs,2002,Drama,124,6.6
461,29273,The New Guy,2002,Comedy,100,4.2
462,29275,Undisputed,2002,Action,96,7.1
463,29279,Ken Park,2002,Drama,96,6.8
464,29280,Full Frontal,2002,Comedy,111,5.0
465,29290,Frida,2002,Biography,119,5.6
466,29297,Stuart Little 2,2002,Comedy,78,5.6
467,29299,Avenging Angelo,2002,Comedy,105,4.0
468,29300,Eight Legged Freaks,2002,Fantasy,99,4.9
469,29302,A Walk to Remember,2002,Romantic,100,5.9
470,29304,About a Boy,2002,Comedy,101,6.6
471,29305,A Time for Dancing,2002,Drama,90,4.7
472,29306,Bad Company,2002,Comedy,100,5.0
473,29314,The Dangerous Lives of Altar Boys,2002,Comedy,100,7.5
474,29315,Changing Lanes,2002,Thriller,99,6.6
475,29316,Heaven,2002,Drama,95,4.9
476,29317,People I Know,2002,Drama,100,5.5
477,29319,Divine Secrets of the Ya-Ya Sisterhood,2002,Comedy,115,5.6
478,29321,Red Dragon,2002,Thriller,124,6.4
479,29322,No Good Deed,2002,Crime,103,5.1
480,29325,Snow Dogs,2002,Comedy,99,5.0
481,29326,The Four Feathers,2002,Adventure,125,6.1
482,29332,The Sweetest Thing,2002,Comedy,84,4.6
483,29339,Enough,2002,Thriller,115,4.1
484,29340,Austin Powers in Goldmember,2002,Comedy,94,5.7
485,29341,My Big Fat Greek Wedding,2002,Comedy,95,6.0
486,29342,The Santa Clause 2,2002,Comedy,95,4.9
487,29343,WiseGirls,2002,Comedy,96,6.0
488,29345,Juwanna Mann,2002,Comedy,91,4.2
489,29346,The Adventures of Pluto Nash,2002,Comedy,95,3.8
490,29349,Harry Potter and the Chamber of Secrets,2002,Fantasy,161,6.7
491,29352,Star Trek. Nemesis,2002,Fantasy,116,5.6
492,29355,Unfaithful,2002,Drama,124,5.2
493,29358,Redemption,2002,Action,90,6.5
494,29360,Sweet Home Alabama,2002,Comedy,108,5.3
495,29362,Spy Kids 2: Island of Lost Dreams,2002,Comedy,99,5.0
496,29363,Darkness,2002,Horror,102,5.3
497,29365,Dark Blue,2002,Crime,92,6.7
498,29366,The Lord of the Rings: The Two Towers,2002,Fantasy,179,7.8
499,29367,Tadpole,2002,Comedy,78,6.6
500,29368,Catch Me If You Can,2002,Comedy,141,7.8
501,29369,Gangs of New York,2002,Drama,168,7.3
502,29374,White Oleander,2002,Drama,110,6.1
503,29376,Moonlight Mile,2002,Drama,120,5.8
504,29377,About Schmidt,2002,Comedy,124,7.1
505,29379,Chicago,2002,Musical,113,6.9
506,29381,I Spy,2002,Comedy,97,4.2
507,29382,Analyze That,2002,Comedy,95,5.1
508,29383,Solaris,2002,Fantasy,99,5.4
509,29384,Confessions of a Dangerous Mind,2002,Drama,113,6.5
510,29385,Adaptation.,2002,Grotesque,114,6.5
511,29386,25th Hour,2002,Drama,134,8.3
512,29390,8 mile,2002,Drama,111,5.9
513,29392,The Ring,2002,Horror,110,6.6
514,29393,Stealing Harvard,2002,Comedy,93,4.0
515,29394,The Tuxedo,2002,Comedy,98,4.5
516,29395,The Good Girl,2002,Drama,93,7.1
517,29396,Two Weeks Notice,2002,Comedy,100,5.6
